Post_ID,Pseudo_Caption,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Viral
Post_1566,youtube Reel about #Education posted in USA,2022-03-08,Youtube,#Education,Reel,USA,558319.0,94611.0,39828.0,27525.0,1
Post_566,instagram Video about #Viral posted in Germany,2022-08-20,instagram,#Viral,Video,  Germany  ,90504.0,10397.0,53914.0,41748.0,1
Post_2664,youtube Reel about #Fitness posted in Australia,2022-02-03,  youtube  ,#Fitness,Reel,  Australia  ,1966190.0,364036.0,10977.0,10251.0,0
Post_4839,tiktok Post about #Music posted in USA,2023-12-14,TIKTOK,#Music,Post,Usa,-3370487.0 Views,-304640.0 Likes,-99763.0 Shares,-21950.0 Comments,0
Post_2936,youtube Shorts about #Gaming posted in UK,2023-07-18,youtube,#Gaming,Shorts,Uk,288978.0,134592.0,30125.0,13424.0,1
Post_3062,twitter Reel about #Education posted in Japan,2022-01-17,twitter,#Education,Reel,japan,2565436.0,477983.0,33017.0,27356.0,0
Post_2705,youtube Tweet about #Tech posted in UK,2022-11-24,  youtube  ,#Tech,Tweet,Uk,-4154463.0 Views,-105892.0 Likes,-47232.0 Shares,-43534.0 Comments,0
Post_369,instagram Tweet about #Dance posted in UK,2022-01-14,INSTAGRAM,#Dance,Tweet,UK,2177286.0,201616.0,27274.0,22357.0,0
Post_4980,instagram Reel about #Education posted in Canada,2023-05-24,  instagram  ,#Education,Reel,canada,4568680.0,105032.0,26554.0,3674.0,1
Post_3657,youtube Reel about #Viral posted in Brazil,2023-02-26,YOUTUBE,#Viral,Reel,brazil,2574515.0,461003.0,72910.0,25274.0,0
Post_1074,instagram Post about #Comedy posted in UK,2022-05-10,Instagram,#Comedy,Post,UK,1263647.0,322686.0,75202.0,21411.0,0
Post_195,youtube Live Stream about #Dance posted in UK,2023-11-22,YOUTUBE,#Dance,Live Stream,Uk,2809035.0,359231.0,78623.0,27822.0,0
Post_237,youtube Tweet about #Challenge posted in UK,2022-01-21,YOUTUBE,#Challenge,Tweet,  UK  ,1091635.0,198291.0,5604.0,31314.0,0
Post_4537,instagram Live Stream about #Viral posted in UK,invalid_date,  instagram  ,#none,Live Stream,UK,,,,,0
Post_4221,tiktok Reel about #Comedy posted in Brazil,2022-08-11,tiktok,#Comedy,Reel,BRAZIL,4228221.0,421606.0,4145.0,12960.0,0
Post_4511,youtube Video about #Challenge posted in Germany,2022-01-07,youtube,#Challenge,Video,  Germany  ,2236066.0,192860.0,82823.0,1338.0,0
Post_1236,youtube Reel about #Fitness posted in Japan,2023-06-20,  youtube  ,#Fitness,Reel,Japan,-1658169.0 Views,-328783.0 Likes,-1574.0 Shares,-11658.0 Comments,0
Post_443,twitter Post about #Viral posted in Germany,2022-11-11,TWITTER,#Viral,Post,GERMANY,1972112.0,80588.0,58508.0,27308.0,0
Post_307,youtube Tweet about #Comedy posted in Germany,2023-10-25,  youtube  ,#Comedy,Tweet,  Germany  ,3205182.0,109645.0,57308.0,13223.0,0
Post_4872,youtube Reel about #Dance posted in UK,2022-06-04,YOUTUBE,#Dance,Reel,UK,4438745.0,108867.0,70396.0,45391.0,0
Post_1401,twitter Video about #Tech posted in Germany,2022-03-11,TWITTER,#Tech,Video,  Germany  ,3270361.0,115776.0,61334.0,8923.0,0
Post_3759,twitter Live Stream about #Gaming posted in Germany,2022-08-08,TWITTER,#Gaming,Live Stream,  Germany  ,-4772651.0 Views,-96271.0 Likes,-28894.0 Shares,-22623.0 Comments,0
Post_2795,youtube Live Stream about #Dance posted in India,2023-02-14,  youtube  ,#Dance,Live Stream,INDIA,254262.0,162743.0,48675.0,19106.0,1
Post_4017,tiktok Tweet about #Challenge posted in India,2022-08-15,  tiktok  ,#Challenge,Tweet,INDIA,3646904.0,398181.0,9171.0,20163.0,0
Post_2112,youtube Post about #Dance posted in Brazil,2023-10-17,Youtube,#Dance,Post,brazil,-16410.0 Views,-88118.0 Likes,-70254.0 Shares,-9681.0 Comments,1
Post_3347,tiktok Tweet about #Comedy posted in India,2022-01-29,TIKTOK,#Comedy,Tweet,  India  ,891861.0,222648.0,81518.0,14286.0,1
Post_562,youtube Video about #Gaming posted in Canada,2023-03-02,  youtube  ,#Gaming,Video,Canada,147145.0,283273.0,38125.0,30094.0,1
Post_1349,youtube Video about #Tech posted in UK,2023-08-19,  youtube  ,#Tech,Video,  UK  ,4193386.0,430264.0,84216.0,12887.0,0
Post_1955,instagram Shorts about #Gaming posted in Australia,2022-05-07,instagram,#Gaming,Shorts,Australia,-665714.0 Views,-301322.0 Likes,-55816.0 Shares,-38455.0 Comments,1
Post_2982,tiktok Video about #Comedy posted in Australia,2023-09-11,TIKTOK,#Comedy,Video,AUSTRALIA,1195064.0,196870.0,16363.0,33596.0,0
Post_37,instagram Reel about #Music posted in Germany,2022-06-09,instagram,#Music,Reel,germany,48908.0,205884.0,37256.0,14618.0,1
Post_4341,instagram Reel about #Fitness posted in Canada,2023-07-04,Instagram,#Fitness,Reel,CANADA,3274826.0,163123.0,83423.0,21320.0,0
Post_2339,instagram Post about #Tech posted in USA,2022-02-02,Instagram,#Tech,Post,Usa,4739340.0,30609.0,72269.0,38645.0,0
Post_1253,tiktok Tweet about #Tech posted in India,2023-03-03,  tiktok  ,#Tech,Tweet,  India  ,2606224.0,69943.0,67574.0,13284.0,0
Post_1702,tiktok Live Stream about #Challenge posted in India,2022-06-14,  tiktok  ,#Challenge,Live Stream,India,-4348314.0 Views,-230560.0 Likes,-3067.0 Shares,-48962.0 Comments,0
Post_3621,instagram Video about #Comedy posted in UK,2023-04-06,INSTAGRAM,#Comedy,Video,Uk,-3794993.0 Views,-200502.0 Likes,-92287.0 Shares,-9187.0 Comments,0
Post_681,tiktok Tweet about #Comedy posted in Canada,2022-09-13,tiktok,#Comedy,Tweet,  Canada  ,937337.0,361483.0,94541.0,17820.0,1
Post_1743,tiktok Video about #Dance posted in Brazil,invalid_date,TIKTOK,#none,Video,BRAZIL,,,,,0
Post_3819,tiktok Tweet about #Music posted in Japan,2022-03-07,  tiktok  ,#Music,Tweet,  Japan  ,3328630.0,91347.0,82700.0,38362.0,1
Post_4830,youtube Reel about #Comedy posted in USA,invalid_date,  youtube  ,#unknown,Reel,  USA  ,,,,,0
Post_1399,youtube Shorts about #Gaming posted in USA,2023-11-10,  youtube  ,#Gaming,Shorts,USA,3630952.0,413617.0,89862.0,4384.0,0
Post_194,tiktok Reel about #Education posted in India,2023-08-31,Tiktok,#Education,Reel,  India  ,2488223.0,177673.0,86535.0,39991.0,0
Post_965,tiktok Video about #Fitness posted in UK,2022-08-19,tiktok,#Fitness,Video,uk,3175553.0,292632.0,83336.0,2755.0,0
Post_4182,twitter Post about #Fashion posted in Brazil,2023-08-03,Twitter,#Fashion,Post,brazil,1237934.0,315336.0,29121.0,26947.0,0
Post_452,tiktok Tweet about #Music posted in Australia,2023-04-16,  tiktok  ,#Music,Tweet,AUSTRALIA,1689148.0,349908.0,55192.0,27281.0,0
Post_2236,twitter Reel about #Education posted in India,2023-04-01,twitter,#Education,Reel,  India  ,3380696.0,215220.0,38005.0,6655.0,0
Post_108,tiktok Reel about #Challenge posted in Germany,2023-06-26,  tiktok  ,#Challenge,Reel,germany,-4655757.0 Views,-383024.0 Likes,-45530.0 Shares,-48504.0 Comments,0
Post_4332,youtube Tweet about #Gaming posted in India,2023-03-21,youtube,#Gaming,Tweet,  India  ,-2224355.0 Views,-277794.0 Likes,-58198.0 Shares,-36236.0 Comments,0
Post_3710,youtube Tweet about #Fitness posted in India,2022-09-20,  youtube  ,#Fitness,Tweet,  India  ,1955706.0,361088.0,80015.0,8735.0,0
Post_3890,youtube Reel about #Gaming posted in Australia,2023-09-22,YOUTUBE,#misc,Reel,AUSTRALIA,,,,,0
Post_4261,instagram Live Stream about #Fashion posted in USA,2023-08-14,  instagram  ,#Fashion,Live Stream,usa,1361580.0,169568.0,875.0,22352.0,0
Post_3626,instagram Tweet about #Tech posted in Canada,2023-01-12,instagram,#Tech,Tweet,Canada,-3620053.0 Views,-417221.0 Likes,-33890.0 Shares,-43836.0 Comments,0
Post_4521,twitter Post about #Education posted in USA,2022-06-27,  twitter  ,#Education,Post,usa,112559.0,484941.0,20456.0,26030.0,1
Post_182,instagram Reel about #Tech posted in UK,2023-09-19,Instagram,#Tech,Reel,UK,4003071.0,22251.0,13517.0,13392.0,0
Post_266,youtube Post about #Education posted in UK,2022-02-04,Youtube,#Education,Post,uk,2688752.0,472554.0,2742.0,14495.0,0
Post_1791,instagram Reel about #Fitness posted in USA,2023-09-20,Instagram,#Fitness,Reel,Usa,168561.0,82166.0,65838.0,18714.0,1
Post_672,youtube Shorts about #Tech posted in Canada,2022-05-20,  youtube  ,#error,Shorts,  Canada  ,,,,,0
Post_4607,instagram Shorts about #Gaming posted in Australia,2023-10-23,  instagram  ,#Gaming,Shorts,AUSTRALIA,1175078.0,42905.0,98581.0,20024.0,0
Post_3527,instagram Tweet about #Fitness posted in India,2022-03-12,INSTAGRAM,#Fitness,Tweet,India,-1264685.0 Views,-227648.0 Likes,-29351.0 Shares,-23301.0 Comments,0
Post_730,instagram Shorts about #Comedy posted in Australia,2023-01-26,Instagram,#Comedy,Shorts,Australia,2411448.0,166605.0,3962.0,42255.0,0
Post_2716,youtube Shorts about #Education posted in Brazil,2023-08-10,YOUTUBE,#Education,Shorts,Brazil,737845.0,258734.0,17484.0,7028.0,1
Post_4363,tiktok Live Stream about #Tech posted in Brazil,2022-11-19,Tiktok,#Tech,Live Stream,Brazil,4012898.0,181340.0,98327.0,31111.0,0
Post_3851,instagram Post about #Tech posted in USA,2022-05-05,instagram,#Tech,Post,Usa,1563039.0,135115.0,16789.0,43702.0,0
Post_4085,instagram Post about #Viral posted in Brazil,2022-02-04,INSTAGRAM,#Viral,Post,  Brazil  ,1836143.0,478208.0,99728.0,23179.0,1
Post_3150,youtube Reel about #Dance posted in UK,2023-08-07,Youtube,#Dance,Reel,Uk,1084845.0,236291.0,48695.0,20230.0,0
Post_885,twitter Video about #Fashion posted in Canada,2022-02-18,Twitter,#Fashion,Video,CANADA,-3331697.0 Views,-221708.0 Likes,-84660.0 Shares,-10308.0 Comments,0
Post_3325,instagram Shorts about #Dance posted in UK,2023-06-13,INSTAGRAM,#Dance,Shorts,  UK  ,133501.0,499664.0,49136.0,9299.0,1
Post_752,twitter Reel about #Education posted in Germany,2022-09-29,Twitter,#Education,Reel,Germany,1977550.0,457727.0,47967.0,40004.0,0
Post_4112,youtube Video about #Comedy posted in USA,2022-04-22,  youtube  ,#Comedy,Video,Usa,4175263.0,496838.0,46286.0,34236.0,0
Post_3908,tiktok Reel about #Fitness posted in Canada,2022-09-10,TIKTOK,#Fitness,Reel,Canada,287898.0,92831.0,33257.0,5160.0,1
Post_4138,instagram Tweet about #Comedy posted in Canada,2022-12-18,INSTAGRAM,#Comedy,Tweet,CANADA,13578.0,485916.0,39122.0,29109.0,1
Post_1017,youtube Post about #Gaming posted in Canada,2023-11-11,Youtube,#Gaming,Post,CANADA,-4172105.0 Views,-113356.0 Likes,-15475.0 Shares,-39721.0 Comments,0
Post_1234,youtube Post about #Dance posted in USA,2023-04-03,youtube,#Dance,Post,USA,2286789.0,161388.0,40096.0,47798.0,0
Post_4657,tiktok Tweet about #Challenge posted in USA,2022-04-09,TIKTOK,#Challenge,Tweet,Usa,368570.0,216371.0,473.0,30193.0,1
Post_796,instagram Shorts about #Fitness posted in UK,2023-12-16,INSTAGRAM,#Fitness,Shorts,Uk,4490630.0,166824.0,45589.0,4926.0,0
Post_2492,instagram Reel about #Gaming posted in USA,2022-06-22,INSTAGRAM,#Gaming,Reel,Usa,-1976709.0 Views,-80323.0 Likes,-48505.0 Shares,-43372.0 Comments,0
Post_2959,instagram Live Stream about #Fashion posted in Japan,2023-08-23,Instagram,#Fashion,Live Stream,  Japan  ,2510654.0,222047.0,42335.0,18710.0,0
Post_3997,youtube Shorts about #Music posted in USA,2023-03-06,youtube,#Music,Shorts,Usa,1158625.0,120211.0,76162.0,42534.0,0
Post_971,instagram Live Stream about #Music posted in Germany,2022-11-30,  instagram  ,#Music,Live Stream,germany,1907181.0,338676.0,59140.0,30282.0,0
Post_906,twitter Shorts about #Gaming posted in Japan,2023-06-01,  twitter  ,#Gaming,Shorts,japan,281552.0,246077.0,83676.0,26090.0,1
Post_2752,twitter Video about #Comedy posted in Brazil,2023-09-07,TWITTER,#Comedy,Video,brazil,539158.0,353308.0,56963.0,25082.0,1
Post_3985,youtube Shorts about #Music posted in Australia,2022-11-27,Youtube,#Music,Shorts,  Australia  ,2412512.0,455400.0,49741.0,46703.0,0
Post_1001,twitter Post about #Challenge posted in Brazil,2022-12-05,  twitter  ,#unknown,Post,BRAZIL,,,,,0
Post_153,tiktok Shorts about #Challenge posted in Brazil,2022-07-09,Tiktok,#Challenge,Shorts,BRAZIL,3251679.0,498580.0,96093.0,9968.0,1
Post_1364,youtube Shorts about #Fashion posted in USA,2022-09-06,youtube,#Fashion,Shorts,Usa,3120029.0,151582.0,8928.0,27509.0,0
Post_2759,instagram Tweet about #Music posted in Australia,2023-08-21,INSTAGRAM,#Music,Tweet,Australia,1602583.0,95273.0,33154.0,31607.0,0
Post_2852,youtube Video about #Tech posted in Australia,2022-11-12,YOUTUBE,#Tech,Video,Australia,-1189401.0 Views,-477715.0 Likes,-32182.0 Shares,-43920.0 Comments,0
Post_2802,tiktok Tweet about #Fashion posted in Australia,2023-06-27,Tiktok,#Fashion,Tweet,AUSTRALIA,1425733.0,248984.0,28436.0,18316.0,0
Post_4821,tiktok Reel about #Education posted in Canada,2022-09-03,TIKTOK,#Education,Reel,canada,4546658.0,30623.0,82064.0,42992.0,0
Post_4436,tiktok Post about #Gaming posted in USA,2022-12-25,TIKTOK,#Gaming,Post,usa,1912258.0,227267.0,59710.0,19661.0,0
Post_2022,tiktok Post about #Fitness posted in Brazil,2022-03-27,  tiktok  ,#Fitness,Post,  Brazil  ,-160874.0 Views,-377258.0 Likes,-84601.0 Shares,-22974.0 Comments,1
Post_4866,instagram Video about #Tech posted in Canada,2022-04-15,INSTAGRAM,#Tech,Video,canada,-3979333.0 Views,-296583.0 Likes,-58040.0 Shares,-7687.0 Comments,0
Post_2832,twitter Shorts about #Comedy posted in Germany,2023-06-15,Twitter,#Comedy,Shorts,Germany,4498516.0,43442.0,4784.0,20611.0,0
Post_518,youtube Post about #Challenge posted in India,2022-03-09,  youtube  ,#Challenge,Post,india,514808.0,83217.0,39130.0,31901.0,1
Post_3541,tiktok Post about #Music posted in UK,2022-12-12,Tiktok,#Music,Post,Uk,-4070537.0 Views,-207435.0 Likes,-62661.0 Shares,-32288.0 Comments,1
Post_203,youtube Live Stream about #Gaming posted in Australia,2022-09-20,Youtube,#Gaming,Live Stream,australia,810296.0,77866.0,87591.0,41350.0,1
Post_2200,instagram Live Stream about #Challenge posted in Germany,2022-11-15,INSTAGRAM,#Challenge,Live Stream,GERMANY,-3995291.0 Views,-237537.0 Likes,-75689.0 Shares,-38151.0 Comments,0
Post_1980,instagram Live Stream about #Dance posted in UK,2023-08-22,Instagram,#Dance,Live Stream,uk,4385009.0,261366.0,12234.0,22595.0,1
Post_3187,youtube Live Stream about #Dance posted in Japan,2022-03-13,youtube,#Dance,Live Stream,japan,3524578.0,205017.0,50107.0,46380.0,0
Post_1633,youtube Live Stream about #Dance posted in India,2022-09-05,YOUTUBE,#Dance,Live Stream,India,4646660.0,449894.0,57521.0,37427.0,0
Post_1484,tiktok Post about #Music posted in USA,2022-12-12,  tiktok  ,#Music,Post,USA,863776.0,360210.0,45845.0,199.0,1
Post_891,twitter Reel about #Comedy posted in UK,2022-04-27,Twitter,#Comedy,Reel,uk,2582163.0,336015.0,60643.0,48347.0,0
Post_999,twitter Live Stream about #Dance posted in Brazil,2022-07-17,  twitter  ,#Dance,Live Stream,  Brazil  ,-4903151.0 Views,-221692.0 Likes,-89008.0 Shares,-32540.0 Comments,0
Post_4212,twitter Shorts about #Fitness posted in Germany,2023-05-18,Twitter,#Fitness,Shorts,germany,2445074.0,339219.0,42119.0,49060.0,1
Post_1913,tiktok Video about #Education posted in Germany,2023-03-22,tiktok,#Education,Video,germany,2436327.0,155784.0,70534.0,8101.0,0
Post_995,tiktok Reel about #Gaming posted in Germany,2022-09-21,  tiktok  ,#Gaming,Reel,  Germany  ,683790.0,215503.0,17809.0,14778.0,1
Post_3659,youtube Post about #Tech posted in UK,2023-10-01,YOUTUBE,#Tech,Post,UK,272791.0,237213.0,82161.0,17410.0,1
Post_2126,youtube Shorts about #Fashion posted in USA,2022-03-01,youtube,#Fashion,Shorts,USA,2367290.0,417154.0,30197.0,40668.0,0
Post_1396,youtube Live Stream about #Education posted in Australia,2023-02-16,YOUTUBE,#Education,Live Stream,Australia,-4946463.0 Views,-445158.0 Likes,-72002.0 Shares,-36183.0 Comments,1
Post_3493,instagram Video about #Viral posted in UK,2022-01-18,instagram,#Viral,Video,  UK  ,3179227.0,226624.0,320.0,17306.0,0
Post_4392,instagram Shorts about #Fitness posted in Australia,2022-09-23,Instagram,#Fitness,Shorts,Australia,4608617.0,83329.0,8332.0,25349.0,0
Post_258,instagram Post about #Fitness posted in Australia,2023-12-02,Instagram,#Fitness,Post,Australia,2787914.0,198350.0,96753.0,45466.0,0
Post_4051,youtube Tweet about #Dance posted in Canada,2022-10-24,YOUTUBE,#Dance,Tweet,  Canada  ,3940029.0,37059.0,29642.0,26332.0,0
Post_3827,twitter Live Stream about #Dance posted in Germany,2022-01-29,TWITTER,#Dance,Live Stream,Germany,794531.0,34713.0,41353.0,39360.0,0
Post_3176,youtube Reel about #Music posted in USA,2023-12-24,  youtube  ,#Music,Reel,usa,4136937.0,384754.0,68003.0,30923.0,0
Post_3230,instagram Post about #Education posted in USA,2023-10-09,  instagram  ,#Education,Post,  USA  ,4873492.0,97181.0,19120.0,23324.0,0
Post_4183,tiktok Live Stream about #Dance posted in India,2023-11-13,  tiktok  ,#Dance,Live Stream,India,2259900.0,145744.0,42773.0,5579.0,0
Post_1600,instagram Shorts about #Music posted in Germany,invalid_date,instagram,#error,Shorts,germany,,,,,1
Post_4036,instagram Video about #Viral posted in Australia,2023-06-28,INSTAGRAM,#Viral,Video,AUSTRALIA,2948068.0,200500.0,50312.0,4179.0,0
Post_389,instagram Shorts about #Fitness posted in Japan,2022-09-01,  instagram  ,#Fitness,Shorts,Japan,4582997.0,440332.0,73379.0,85.0,0
Post_4202,youtube Live Stream about #Education posted in India,2023-08-21,  youtube  ,#Education,Live Stream,  India  ,3001319.0,440022.0,76480.0,23204.0,0
Post_333,tiktok Live Stream about #Tech posted in Japan,2022-10-20,  tiktok  ,#Tech,Live Stream,Japan,4297874.0,462449.0,15517.0,44021.0,0
Post_2284,tiktok Tweet about #Challenge posted in Japan,2022-10-02,TIKTOK,#Challenge,Tweet,japan,-2706964.0 Views,-164322.0 Likes,-27291.0 Shares,-40079.0 Comments,1
Post_4602,instagram Reel about #Fashion posted in Germany,2022-10-20,  instagram  ,#Fashion,Reel,GERMANY,4885418.0,32889.0,49069.0,12821.0,1
Post_3017,twitter Tweet about #Fashion posted in UK,2023-12-05,Twitter,#Fashion,Tweet,Uk,1072473.0,485342.0,96891.0,40353.0,1
Post_4228,twitter Tweet about #Viral posted in USA,2023-03-17,TWITTER,#Viral,Tweet,Usa,1003601.0,488570.0,58252.0,33282.0,0
Post_4680,tiktok Video about #Education posted in Canada,2023-04-01,  tiktok  ,#Education,Video,Canada,-3991932.0 Views,-471738.0 Likes,-76124.0 Shares,-24497.0 Comments,0
Post_4364,tiktok Reel about #Tech posted in Japan,2023-12-11,  tiktok  ,#Tech,Reel,Japan,4738286.0,411605.0,87411.0,40613.0,0
Post_4815,tiktok Post about #Dance posted in Canada,2022-02-10,  tiktok  ,#Dance,Post,  Canada  ,140078.0,197896.0,13399.0,27986.0,1
Post_4487,twitter Live Stream about #Dance posted in India,2023-05-13,twitter,#Dance,Live Stream,  India  ,4482313.0,170103.0,66262.0,46723.0,0
Post_2569,youtube Reel about #Fashion posted in USA,2022-08-25,YOUTUBE,#Fashion,Reel,USA,237107.0,374569.0,56320.0,28305.0,0
Post_1700,twitter Shorts about #Fashion posted in Japan,2022-07-22,  twitter  ,#Fashion,Shorts,Japan,2469353.0,451890.0,14407.0,35509.0,0
Post_634,tiktok Tweet about #Dance posted in Japan,2023-04-16,  tiktok  ,#Dance,Tweet,JAPAN,2737606.0,318662.0,51628.0,25543.0,0
Post_4320,tiktok Live Stream about #Gaming posted in USA,2023-02-15,  tiktok  ,#Gaming,Live Stream,  USA  ,291464.0,3431.0,54119.0,12110.0,1
Post_2038,youtube Post about #Fashion posted in UK,2022-06-26,youtube,#Fashion,Post,  UK  ,-2714135.0 Views,-399795.0 Likes,-74842.0 Shares,-20833.0 Comments,1
Post_2889,youtube Reel about #Education posted in Canada,2023-04-26,youtube,#Education,Reel,Canada,598274.0,76122.0,62694.0,4891.0,1
Post_400,instagram Shorts about #Education posted in Brazil,2022-12-27,Instagram,#Education,Shorts,Brazil,378823.0,448944.0,80149.0,42580.0,0
Post_507,twitter Shorts about #Challenge posted in Japan,2023-05-30,Twitter,#Challenge,Shorts,japan,3829079.0,460489.0,8748.0,41683.0,0
Post_1494,youtube Tweet about #Gaming posted in USA,2023-08-18,  youtube  ,#misc,Tweet,usa,,,,,0
Post_1832,twitter Live Stream about #Tech posted in Australia,2022-03-19,  twitter  ,#Tech,Live Stream,australia,-3825393.0 Views,-449057.0 Likes,-58906.0 Shares,-5707.0 Comments,0
Post_544,instagram Post about #Comedy posted in Brazil,2022-11-15,instagram,#Comedy,Post,Brazil,4117289.0,476795.0,23810.0,7602.0,0
Post_1962,youtube Post about #Challenge posted in India,2023-07-21,youtube,#Challenge,Post,  India  ,4205174.0,326076.0,53467.0,16260.0,0
Post_693,instagram Shorts about #Dance posted in USA,2022-03-05,Instagram,#Dance,Shorts,  USA  ,3761264.0,443176.0,12191.0,48340.0,0
Post_547,instagram Post about #Viral posted in Japan,2022-10-08,  instagram  ,#Viral,Post,Japan,-3647993.0 Views,-361442.0 Likes,-26848.0 Shares,-22650.0 Comments,0
Post_1173,instagram Tweet about #Education posted in USA,2023-10-09,  instagram  ,#Education,Tweet,  USA  ,3123278.0,298146.0,8587.0,1236.0,0
Post_1871,twitter Post about #Fashion posted in Canada,2022-02-19,TWITTER,#Fashion,Post,Canada,-3695445.0 Views,-78724.0 Likes,-76615.0 Shares,-4201.0 Comments,0
Post_2366,tiktok Tweet about #Fitness posted in Canada,2023-04-08,TIKTOK,#Fitness,Tweet,canada,2069657.0,384667.0,92434.0,33853.0,1
Post_2138,youtube Post about #Education posted in Brazil,2023-10-28,  youtube  ,#Education,Post,brazil,-2748098.0 Views,-238202.0 Likes,-11437.0 Shares,-42674.0 Comments,0
Post_86,tiktok Shorts about #Fitness posted in Canada,2022-10-05,  tiktok  ,#Fitness,Shorts,  Canada  ,907386.0,52457.0,77192.0,32870.0,0
Post_4564,tiktok Live Stream about #Gaming posted in UK,2022-10-21,TIKTOK,#Gaming,Live Stream,Uk,2156983.0,283478.0,46690.0,49938.0,0
Post_1411,instagram Shorts about #Fitness posted in Canada,2023-12-01,instagram,#Fitness,Shorts,Canada,-1270114.0 Views,-443977.0 Likes,-12624.0 Shares,-5006.0 Comments,0
Post_3435,instagram Reel about #Challenge posted in Canada,2022-09-13,  instagram  ,#Challenge,Reel,canada,2732791.0,118006.0,19060.0,32402.0,0
Post_2775,instagram Post about #Dance posted in Brazil,2023-12-30,  instagram  ,#Dance,Post,Brazil,3727003.0,242287.0,93794.0,1561.0,0
Post_1630,twitter Reel about #Dance posted in USA,2023-03-31,twitter,#Dance,Reel,usa,-2110402.0 Views,-189604.0 Likes,-40737.0 Shares,-13834.0 Comments,0
Post_1042,instagram Video about #Comedy posted in UK,2023-01-25,Instagram,#Comedy,Video,Uk,4796296.0,473059.0,1016.0,10919.0,0
Post_1496,twitter Post about #Fitness posted in Brazil,2022-03-03,  twitter  ,#Fitness,Post,  Brazil  ,3130764.0,471908.0,48103.0,21747.0,0
Post_3532,tiktok Reel about #Fitness posted in USA,2023-11-17,TIKTOK,#Fitness,Reel,  USA  ,821880.0,488060.0,56578.0,47146.0,0
Post_3469,instagram Shorts about #Comedy posted in UK,2023-06-21,instagram,#Comedy,Shorts,Uk,1788764.0,303395.0,28692.0,43483.0,0
Post_353,tiktok Video about #Comedy posted in UK,2023-06-01,TIKTOK,#Comedy,Video,  UK  ,377149.0,207589.0,13408.0,15058.0,1
Post_1754,instagram Video about #Challenge posted in USA,2023-01-19,instagram,#Challenge,Video,usa,1984433.0,210428.0,28342.0,5355.0,0
Post_4686,tiktok Video about #Education posted in UK,2023-11-29,tiktok,#Education,Video,uk,3691613.0,449035.0,59140.0,19664.0,0
Post_4876,twitter Live Stream about #Fitness posted in Japan,2022-07-05,TWITTER,#Fitness,Live Stream,JAPAN,-2965197.0 Views,-279571.0 Likes,-11782.0 Shares,-32670.0 Comments,0
Post_191,youtube Reel about #Education posted in USA,2022-01-27,Youtube,#Education,Reel,Usa,4221739.0,291223.0,61415.0,44293.0,0
Post_3660,youtube Shorts about #Challenge posted in Canada,2022-12-14,Youtube,#Challenge,Shorts,canada,4147649.0,140624.0,70092.0,11837.0,0
Post_2461,tiktok Shorts about #Comedy posted in Japan,2022-10-12,  tiktok  ,#Comedy,Shorts,JAPAN,-449285.0 Views,-61991.0 Likes,-31039.0 Shares,-47417.0 Comments,1
Post_2368,youtube Live Stream about #Comedy posted in Japan,2023-05-21,Youtube,#Comedy,Live Stream,  Japan  ,274569.0,84850.0,78663.0,22317.0,1
Post_4265,tiktok Live Stream about #Education posted in Japan,2022-10-14,tiktok,#Education,Live Stream,Japan,3961797.0,253439.0,67692.0,7836.0,1
Post_2358,twitter Reel about #Fashion posted in Australia,2023-09-01,twitter,#unknown,Reel,Australia,,,,,0
Post_3990,tiktok Post about #Music posted in Australia,2022-08-02,Tiktok,#Music,Post,australia,-2238529.0 Views,-13461.0 Likes,-7839.0 Shares,-12119.0 Comments,0
Post_1440,twitter Tweet about #Viral posted in USA,2022-12-15,Twitter,#Viral,Tweet,  USA  ,4561911.0,61464.0,87896.0,29370.0,1
Post_3308,tiktok Live Stream about #Gaming posted in Japan,2022-03-02,  tiktok  ,#Gaming,Live Stream,Japan,2850412.0,274406.0,31047.0,30406.0,0
Post_845,instagram Tweet about #Gaming posted in Japan,2022-08-28,instagram,#Gaming,Tweet,Japan,-3481771.0 Views,-299306.0 Likes,-45796.0 Shares,-27535.0 Comments,0
Post_137,instagram Tweet about #Fashion posted in Canada,2022-10-08,INSTAGRAM,#Fashion,Tweet,  Canada  ,1438248.0,223413.0,84930.0,42774.0,0
Post_3071,youtube Post about #Challenge posted in UK,2022-05-11,  youtube  ,#Challenge,Post,  UK  ,1817777.0,305112.0,68771.0,27995.0,0
Post_3996,twitter Live Stream about #Fashion posted in Brazil,2022-07-17,twitter,#Fashion,Live Stream,Brazil,-2061542.0 Views,-244871.0 Likes,-89297.0 Shares,-1231.0 Comments,0
Post_1582,instagram Tweet about #Comedy posted in UK,2023-01-01,instagram,#Comedy,Tweet,UK,2851192.0,57367.0,19782.0,37567.0,1
Post_2244,youtube Post about #Viral posted in Germany,2022-03-12,Youtube,#Viral,Post,GERMANY,1816000.0,113659.0,22679.0,34146.0,1
Post_1780,tiktok Shorts about #Gaming posted in India,2023-02-04,TIKTOK,#Gaming,Shorts,INDIA,-1753799.0 Views,-100757.0 Likes,-89855.0 Shares,-19963.0 Comments,0
Post_3070,tiktok Shorts about #Fitness posted in USA,2022-02-10,Tiktok,#Fitness,Shorts,USA,2597115.0,209479.0,59884.0,29309.0,1
